,classe,text
1323,الأدب العربي-أدبيات,مبدع سيف مر احمد جواءز ابداع فاءز عرب كبار شاعر ثقاف مسابق فضل ناصر قاءع شباب دور ادونيس تكريم شهاو 
1324,الأدب العربي-أدبيات,مصر دار عرب مءتمر عبد محمد دور دول لدار سيد احمد بدار حسن مجموع فاروق عراق تونس ابراهيم احتفال عواد 
1325,الأدب العربي-أدبيات,عالم عبد اسماء محيط ناقد فتر اوروب جديد احمد نصا شرق عرب نقد تراث محمد صبور راءع شعراء دكتور قص 
1326,الأدب العربي-أدبيات,كتاب ادونيس عرب قرار بريطان حد شعر مكتب ثقاف اسم ادب جاءز ملك كبار قاءم رسال صحيف دعم زير توقيع 
1327,الأدب العربي-أدبيات,اتحاد اطفال عرب عراق مخيم مكتب سلماو مجموع ادباء فكر معرف حق سابق امريك بوك فيس موقع شباب كتاب دول 
1328,الأدب العربي-أدبيات,كتاب مدير ناشر صناع حقوق تعليم ادب مشروع نشر عرب منتج انترنت مشارك مجموع فعال معن عمل بوليس ناءب طاهر 
1329,الأدب العربي-أدبيات,كتاب محمد مءتمر اتحاد امار عد عبد دول تقدير ادباء ابراهيم محمود شاعر كاتب جديد امارات شعراء شوم عقل جاءز 
1330,الأدب العربي-أدبيات,ثقاف مصر طاهر اداب اخر صحيح فن اعلام ابداع عكس اهتمام نشر شعر جمهور دول عمل مترجما روايت عد رياد 
1331,الأدب العربي-أدبيات,مثقف رمض عراق سياس عرب كثير وطن بغداد حقيق منف فرص لصدور اكبر عد كتب ذهاب مكتب ناس جدت ابوابهم 
1332,الأدب العربي-أدبيات,سعاد طعام ناس كتاب امك واقع بقدر علاق شء اشخاص لذ مصدر بش فكر شعور ود باكر بق سعيدا بهدوء 
1333,الأدب العربي-أدبيات,مغرب عبد شرايب اختيار محمد رواء حس منصور اسلام فرنسا ادب ياس حسن برق احمد لغ اعجاب فرنس ابوهواش سامر 
1334,الأدب العربي-أدبيات,دستور تعديل بدر لجن سياس قان تجار ندو رواء حس عمل مجموع مرجع ساع نصف عيش تفريط لقم كرامتهم بحث 
1335,الأدب العربي-أدبيات,فلسطين كتاب ماض ادب شاعر مر موت قلب كتب عرب درويش ثقاف حدادا جاءز ابوظب مشروع توف نقد عباس محمود 
1336,الأدب العربي-أدبيات,دستور لجن استفتاء ثقاف حال امن مصر عمل جمهور مواطن جديد بي انتخاب جهاز مد بلاد رءيس فتر مجلس تاجيل 
1337,الأدب العربي-أدبيات,عالم عرب جزاءر مشروع ادب نشر مءس اهم معرض اعمال ثقاف عنو اشهر كلاسيك شخص منطق قارء عبد جوز قادر 
1338,الأدب العربي-أدبيات,ايطال شعراء تونس لبن سوريا جرش احمد مهرج ثقاف مصر مركز محمد لغ شاعرا امسيت حسن عبد تشيل ارياس شمس 
1339,الأدب العربي-أدبيات,مسابق اشتراك دور عميم طريق فن دورت شعراء لجن سن بناء مستخدم شروط ثقاف ابوظب برنامج شاعر ايميل اعل لقواعد 
1340,الأدب العربي-أدبيات,ساخر كتاب عرب عبد حس مءس تمرد سيد محاد خالق منافس زعب عادل احمد جانب نشر دراس صالح مشاكس صمت 
1341,الأدب العربي-أدبيات,قص فايز حق محمود قابيل بحر شخوص جميعا مشهد افضل صحراء كتب قاريء رء اصفر ابداعا متميزا دلال قابل بمزيد 
1342,الأدب العربي-أدبيات,عرب موسوع عمل حل عرف كثير عالم مشاكل حاسوب مشروع حديث لغ مفكر اهم مشاريع جريد مقال كمفكر صف تقدير 
1343,الأدب العربي-أدبيات,نقد قص اسوان اعمال فتر شخص ادب شهداء اسكندر وه تاريخ دراس جاءز كتاب لنشر جمع مسءول ثرو كبار كبير 
1344,الأدب العربي-أدبيات,خبز علاق حيا ديو مصر شاعر رغيف ثقاف جديد سلام عمل عبد كريم لتحرير قصاءد مجموع جانب مقول حب حوار 
1345,الأدب العربي-أدبيات,محفوظ عرب زيد عالم فكر كاتب حديث داءما موضح بيت سلماو سويس مدين بقو نش عمق جريد مصاب استاذ نصب 
1346,الأدب العربي-أدبيات,اسكندر تاريخ مءتمر فعال حوار ثقاف دراس بعنو مختلف انترنت اكاديم نها مجال مءس اثين دول مركز وه فتر حقب 
1347,الأدب العربي-أدبيات,كبير قاع صندوق اديب تصريح سعد انسان ثقاف تغط توحد احتراما تشب كتب حديث محفوظ كاتب حشيش اخر مكتب مركز 
1348,الأدب العربي-أدبيات,احتفال كفيف عصا مكفوف مكتب بيضاء عرض ثقاف مجتمع مدير سءال كامل دكتور اسكندر بعنو عالم طريق سير تحرك حيا 
1349,الأدب العربي-أدبيات,كتاب معرض كتب اطفال نشر لبنان ثقاف بيروت عالم مءتمر عرب ابداع افكار مناسب ناشر منشور عاصم تنظيم صناع ميكرف 
1350,الأدب العربي-أدبيات,شاعر سن ابراهيم لطيف عبد انسان مسرح فرنس اس رواء كتاب ادب بوسك جاءز تحكيم محمد شهاد لجن قصير طويل 
1351,الأدب العربي-أدبيات,تونس شاب عرب شاعر قديم عالم كتاب تعبير مداخل بزيع اشكال صور علنا تاريخ فتن تراكيب بادب لبنان كلاسيك حديث 
1352,الأدب العربي-أدبيات,عراق ثقاف دليم زير جديد حكوم منصب مثقف مءتمر حر بلاد محافظ ضم حكم اجتماع صدام حس جامع معروف عمل 
1353,الأدب العربي-أدبيات,قصيد تعبير عالم انفصام شعر قصاءد كويلو كتاب باولو حد لغ وجدان تجاذب تغوص فلسف بعمق انهيار علام شامل روح 
1354,الأدب العربي-أدبيات,كتاب ثقاف جاءز شيخ زايد اكسفورد جامع اوسط شرق مركز غذام عرب غيطان دكتور مسلم قراء قر بكلم لجاءز تقدير 
1355,الأدب العربي-أدبيات,عرب مءس بروتوكول تكنولوجيا مسابق علوم شاب مواهب فكر عبد شباب دعم رءيس عالم منعم ترويج دكتور تحقيق عقد لتلب 
1356,الأدب العربي-أدبيات,كتاب فلسط فلسطين قدس عرب حفل ادب احتلال اسم مكرم ثقاف كعاصم دروع مقاوم شعراء ادباء تحد اقص درويش سميح 
1357,الأدب العربي-أدبيات,ثقاف شاعر تراث حس ملك قي جمع اخر قصاءد جاءز ناعور صايغ قيم اهم سواعير لصحيف فقا سماو عبدال بيع 
1358,الأدب العربي-أدبيات,معرض ناشر كتب دار معارض كتاب دول عرب اختيار مستو ماض جه تنظيم هيء رقاب ضيق مك معيار صاحب معاير 
1359,الأدب العربي-أدبيات,كاتب مرا زواج اجتماع عرب مجتمع رجل كتاب نساء عقود اشكال تماما زمن ثقاف دين مفهوم ذكور مغرب صفح اطفال 
1360,الأدب العربي-أدبيات,مخطوط ترميم مركز لاهوت مجموع مكتب زيد كويت مصادر مدير اسكندر بمكتب نشر يوسف اوروب نادر دار عد لترميم دفع 
1361,الأدب العربي-أدبيات,عرب لغ استطلاع ثقاف مءس مشروع تعرض جامع فكر مرحل شراءح معن ابعاد قم تنفيذ اعلام طلاب عقد تعليم اكبر 
1362,الأدب العربي-أدبيات,مصر قاهر قصيد رمض اخر مجموع ليل بعنو شاعر اندلس اجواء ميد هيء مدين حقيق ثقاف جديد حرب حدث تاريخ 
1363,الأدب العربي-أدبيات,فلسطين اسراءيل شاعر تحرير منظم جاءز عرب حماس قصاءد نثر سياس اعمال لغ دول عضوا خروج درويش اقتراح ليوس رام 
1364,الأدب العربي-أدبيات,ابن تجريب ابراهيم كتاب رواء محمد ادب حيو قواعد تيار حديث خالد دور تاريخ اكبر باشا براد لمحمد مبدع اهم 
1365,الأدب العربي-أدبيات,ساخر كتاب غيش محاد كاتب ورش حساس ملك اعلام قراء فلسط شعب فساد ماد مواقع صحف الكترون زوايا مناطق سريع 
1366,الأدب العربي-أدبيات,ادب كتاب احمد عبد وقت فرنس مغرب جمال ثقاف بيض قرن استقلال جيل محمد مغارب مكتوب مجمل كمتحدث كاتب شعب 
1367,الأدب العربي-أدبيات,مدام هاتف حضرت سماع بكاء مواقف حجر صدقين فيلم اخر حمات ستر مرا فوجء اتعن عبار باب اريك بانهم بذلك 
1368,الأدب العربي-أدبيات,قوم اقل لمءلف صين اعمال قدماء عد لكتب نشر حما لغ مجلد وطن رءيس جمع لجن انقاذ شامل دول شء 
1369,الأدب العربي-أدبيات,كتاب شعب سلاسل جود نشر لعدم دول فقراء اسواق موضوع فكر محمد باشا عبيدو رشاد مصاحب لمعرض سطح غا محتو 
1370,الأدب العربي-أدبيات,خليج مبشر كتاب مرء نصوص منطق منافس بلاد ابداع ارسال عوامل مويرديك تاريخ مجموع مءسف توزيع احداث حزين طبع ذكرياتهم 
1371,الأدب العربي-أدبيات,عرب لغ ادب اطفال انسان امور اسراءيل جمع تراث ايجاد شكل ابداع خصوصيت مبادر اطلاق جهود بموازا خاص ذود حفاظ 
1372,الأدب العربي-أدبيات,كاتب حر رواء عرب جه طيب تيزين ماءد كتاب سميح عصمت خريس عاقل عادل لاتزال بجديد داخل تراث عريق فرديت 
1373,الأدب العربي-أدبيات,كرد عرب كردست اكراد كتاب شعوب شعب باحث تاريخ مءلف ادب اسلام ريس اصل نشر لغتهم حضارتهم متفرق رياض كاسا 
1374,الأدب العربي-أدبيات,دول تراث ثقاف صقار امار عرب ملف ماد جمهور جهود اجتماع هيء تنسيق متحد مسءول تسجيل بجانب كتراث انسان حكوم 
1375,الأدب العربي-أدبيات,ميد ملتق بلد سعود جديد عمل رام نقد درويش ناد دكتور ماء زجاج رءيس ادب مقارب عرب مياد مدين مءخرا 
1376,الأدب العربي-أدبيات,مصر مهرج مهرجان سيد جناحا نوع عزب منتج فن ادو نادر مشروع مجموع ثقاف لقصور هيء معاصر اسكندر اجنح بريد 
1377,الأدب العربي-أدبيات,فكر اسلام حكوم عرب مستو فضاء مفقود جماهير اخر كبير شعوب منابت بعيد سياق ضخم ناس متابع بانفضاض تجارب تجرب 
1378,الأدب العربي-أدبيات,كنيس عذراء اعتراف صندوق كاتب زوج قص رب روح مجلس امناء معترف اب بجانب عجوز احداث بذنوبهم خير صعود فحاول 
1379,الأدب العربي-أدبيات,كاتب مك تصريح جبال فلسطين مشاعر راحل اخر ضف ابن طن بسب حصول فلسط امل يدا فتات بعيد قليلا انهمر 
1380,الأدب العربي-أدبيات,كتاب معرض نشر دول امار ثقاف عرب عالم دور اطفال قراء كتب شارق المان مجلس فعال جانب جديد ابوظب توزيع 
1381,الأدب العربي-أدبيات,اسماء فن شاعر ادب عشتار فلسطين بلا عجل مجل مر مشهد قارء نظر نفارسمير قصير احمدمحمود طهسليم ماض بجودت جمعهداليا 
1382,الأدب العربي-أدبيات,شوق حافظ حكا عرب ادب قدر مديح موت احياء موهب رثاء اطفال مشاكل ديع فضيع بعنو اخلاق نوازع وطن فن 
1383,الأدب العربي-أدبيات,بخار عرب مشاريع ثقاف محو اوزبك مفكر مسرح شخص جهود ايجاب مجانا حقت مءلفات هيء قر نزار قبان سنيا عليا 
1384,الأدب العربي-أدبيات,نقراش مصر باشا تاريخ مجل ارشيف معاصر فتر بوم عرب وثاءق صور متعلق عزب احداث صحف سعد محمود شخص اهم 
1385,الأدب العربي-أدبيات,عراق سن احتلال بيت يوما قديم قاهر سعيد شعب عنقاء بلد داءما شاعر اجواء ثمن رمضان نخل ادر حقيق محلقا 
1386,الأدب العربي-أدبيات,معال اعلام دين خوج دكتور عزيز عبد حيا سعود اخر ادب تسابق عمل غياب مسخ ات قرب هويت تحطيم احساس 
1387,الأدب العربي-أدبيات,لجن تحكيم ناقد فاضل عرب لاءح قصير تاج سر ثقاف كتاب كاتب عراق اردن قاءم عمل اكاديم رءيس عزاو فرفار 
1388,الأدب العربي-أدبيات,مكتب مجال اعلام ملك عبد جواد علاق خيال رءيس تسجيل دكتور حكا مجموع اعمال مفتوحا افتاح تركيا ثقاف كال ابداع 
1389,الأدب العربي-أدبيات,عرب مشارك كتاب تركيا ثقاف شرف كوار معرض حر منع حمد ناشر سياس اخر بسب عالم زير عاءض ضيف مر 
1390,الأدب العربي-أدبيات,ادب اعمال جوف ناد سعود عابد اديب عمل غرف ابراهيم قاهر حيا ابن رياض اكبر رحيل مجموع رءيس بمنطق حبيس 
1391,الأدب العربي-أدبيات,فن كاتب شخص سير ادب خيال كتاب معين قسم حقيق وه نوع قاءع فتر تاريخ ابداع امر قنديل هاشم محفوظ 
1392,الأدب العربي-أدبيات,حكا تراث سرد عبر شعب مصر عمل اهم احباط ابداع خير جواد عبد بطل صفح حديثا اغن عبدالجواد امتاعا لخير 
1393,الأدب العربي-أدبيات,شعر اسلوب محيط نص جيد جاءز فوز اخر كتاب جديد مصر عرب نصوص اهتمام ادب تعامل نقد اسراءيل ثقيل حد 
1394,الأدب العربي-أدبيات,عبد ناصر جمال شخص حيات ثور قراء فكر حرب قسم بنفس قدر فتر بمرحل اهم زعيم جانب دراس عزب مدير 
1395,الأدب العربي-أدبيات,عرب ثقاف مشروع فكر محاضر عبدالمنعم حاج اهم مفكر جانب قيم دكتور معرف وقت مءس مجل اصداء فلك نشر صحاف 
1396,الأدب العربي-أدبيات,ثقاف مكتب افتاح فن محافظ حس عدل بيت مربع قلج مساح اجهز اطفاء قليوب غرف مستشار مجهز دور قاع طفل 
1397,الأدب العربي-أدبيات,نقد شعر انطباع باحث نصوص دراس صوت منهج كتاب معرف مرا سم مختلف معظم سعود موضوع ايديولوج جامع ابعاد شاءك 
1398,الأدب العربي-أدبيات,كتاب عرب عبيدو ثقاف صناعت لعدم منهج صناع رغم كبير جود مدارس بلد نشر علاق افكار تسويق افتراض قارء لصناع 
1399,الأدب العربي-أدبيات,جزاءر رواء مصر شهر مكتب قاهر اسكندر دور فكر ثقاف منشور ادب مدير مخطوط كتاب عرب يوسف ابداع زيد بمكتب 
1400,الأدب العربي-أدبيات,مقاوم ثقاف عيسو دور ادباء وطن فلسط ذكر منهم كتاباتهم مختلف كتاب احتلال تكريم حضار عهد حيا مسير مساند نبق 
1401,الأدب العربي-أدبيات,ادب مغرب عبد مكتوب كتاب محاضر فرنس محمد قضايا جذور موضوع ابن تحر استعمار استيلاب بنان نص احمد زمن رواء 
1402,الأدب العربي-أدبيات,عبيد جامع شرق اسام بعنو عمل رواء غرب سعاد المان مجتمع امريك بطل ماض دار جديد لغ مجموع كاتب قص 
1403,الأدب العربي-أدبيات,اسم لد زوجت اخر شفت كتاب كاتب ساخر طريقت مءلف سلوك زوج عاءل حال سفل دول يد ثنايا وعض قبض 
1404,الأدب العربي-أدبيات,طبع دول اعمال عرب دنقل شاعر امل كبير دار اطفال قرار ابرز جمع طويل مجلس قاهر شباب يد لكتب مصر 
1405,الأدب العربي-أدبيات,معرض نشر ادب مءس عرب ثقاف جناح فكر عامر جديد لاول عناو مساح نسبت ناشر شارق فعال دور دار ختام 
1406,الأدب العربي-أدبيات,قص طفل جاءز مءس ادب عرب جاموس سامر كتاب مجال معرف رسام كاتب ابناءهم اباء ابرز معالم مشاكل رحلت معالجت 
1407,الأدب العربي-أدبيات,عرب نشر معرض ثقاف فكر شارق دار دول سرح ورش عنو برنامج عويس برامج الكترون عناو كتاب توزيع دور محاضر 
1408,الأدب العربي-أدبيات,اسلام قص محيط كتاب نكت طبع نقد استفزاز عرب كثير نص تيم ادب قاريء بجامع موج شمس عقل شاعرا نصا 
1409,الأدب العربي-أدبيات,سعيد طريق اتحاد شيء حنا ذكر عود استشهادات اب اعماق متنب ثور لنصل جذو سءال لمبدع مزمن عفو مسامع حر 
1410,رياضة,انجلترا كامير ملف كاس بريطان افضل لكر عالم زيوريخ تنفيذ غد مجلس ديفيد تحقيق حصول فرص متكامل لدعم استاد توفير 
1411,رياضة,استراليا منتخب اوسيك شوط مبار جيد فريق بطول هند كاس بنتيج اخير مدرب اسيا مقبل اهداف جول كوريا جنوب اتحاد 
1412,رياضة,بطول ساءق توقيع دول فيتل عالم شرار اتحاد سلام هايدفيلد سباق كوبيتسا انجلترا اخر روبرت جنوب لندن مقبل قطر عقد 
1413,رياضة,فوز مبارا تاهل منتخب كويت قو نقاط لاعب قطر قادم دافع اكبر دور مبارت سون سعادت صين بالغ فريق مشوار 
1414,رياضة,رحيل فريق سيت رونالدينيو ميل دي بريدج دور برازيل ناد مقر جاليان روبينيو لصحيف اسيس رغبت ايطال متصدر مانشستر مهاجم 
1415,رياضة,رءيس بنسب لكر استراليا سنو ياب تحالف سياس ضعف عروض قو ستقدم نقط جن سواء تنفيذ بعامل تابع غد عديد 
1416,رياضة,ميس هدف فريق بكاس مارادونا عمر برشلون اسبان مبارا سابق كر عالم دول افضل لاعب مشوار منتخب ضرب بمرفق سد 
1417,رياضة,ارسنال شوط مانشستر لتشيلس دقيق هدف مبارا سونج فريق فن تشيلس يونايتد فرصت بهدف فابريجاس ايفانوفيتش انذارا فاءزا لمنافس سريعا 
1418,رياضة,دور ناد مدرب اسبانيول لاعب لكر اخر بايرن ضراءب ايراد موسم ايقاف جارسيا سانشيز فلوريس فريق مبارا اسبان كارل هوبفنر 
1419,رياضة,دقيق اشبيل كانوت هدف بهدف نقط بيلباو سوسيداد لاشبيل مركز رصيد وقت مبارا ديجو فوز شوط مارتينيز فابيانو ركن ضرب 
1420,رياضة,مدرب منتخب كاس افضل لاعب امارات اخر مبارا بطول خبر بجاءز زيوريخ حفل دول لاختيار فيفا بمدين راءع اتحاد جواءز 
1421,رياضة,منتخب هند فريق مبارا اسيا مدرب استراليا مركز كاس خبر بذل منافس كر مستو رغم خسار تصنيف راءع سنو مدار 
1422,رياضة,ارسال مصنف دور نهاء سودرلينج مبارا ضرب لقب المان قو لاعب بطول كسر فرد سيلعب فوز راديك منافس عالميا تغلب 
1423,رياضة,استرال دور هوبارت مصنف بطول روس بارتول فوز اخر اسبان ينا سويد موليك منافس ايطال كودريافتسيفا برتا سانتونخا بريانت سواريز 
1424,رياضة,منتخب فوز زاهر مصر ناشء سعادت بهدف كاس تحقيق افريق جنوب نظير محمد عمر رءيس سنغال اوغندا نجاح اوليمب افريقيا 
1425,رياضة,افيلا فريق باتشوكا لاعب فضل مواطن نهاء دت كولومب مغرب ملعب دور اسبان هولند لكر سينضم لتدعيم لصفوف مكسيك صفوف 
1426,رياضة,خط منتخب بحرين شوكت عزيز عبد دقيق تيمور جورايف لكر شوط استعدادا معسكر قاءم اسيا ثانيناير عاصم فتر قطر دوح 
1427,رياضة,فيفا دول بي رءيس ادعاء اتحاد اولمب لجن عضو جناء مسءول حكم احداث قعت لكر كر تحقيقا اند ليجر سبورتس 
1428,رياضة,لاعب مدرب نهاء دور حمد قطر ياب كاس اسيا زاكيرون عراق وسط مشارك نجوم دول عديد لدينا نظراء مواهب فرق 
1429,رياضة,اهل فريق دور فن فضل قر عاشور زمالك مبارا جهاز عبد عرب مقاول وسط معسكر ثناء قم ضم تعرض طب 
1430,رياضة,كوريا منتخب كاس عالم اسيو فريق كور مجموع اسيا بطول بكاس برتغال اند دور افضل بهدف برازيل خسار اهداف فوز 
1431,رياضة,فريق فوز ترجيح دور كر منتم شاهينوفيتش هدف كوليبال شامبر اوزير مبارا هوا طريق دقيق ديبوش ليل بركل اوروبا ارض 
1432,رياضة,كر هند منتخب استرال دقيق سد كاهيل هدف شوط حارس عرض تمرير دقاءق منطق هجوم اخير وسط بجوار جزاء براس 
1433,رياضة,قطر منتخب مبارا مهند محل جمهور مبار جماهير حضور تنظيم مخاوف شيء خليف فريق مقبل مضيف امل تاثر اداء نهاء 
1434,رياضة,هدف كاهيل منتخب فريق فوز هند مبارا اهداف استراليا وسط تسجيل انجليز امور بتسجيل هدفا ملعب افضل مرما نظر فريقا 
1435,رياضة,كويت اتليتكو ملق اسبان كاماتشو فريق اسينخو حارس هيء صفوف مدافع مخضرم اند ملاعب جعفر ايطال اخر شباب قرن رياض 
1436,رياضة,كويت توفجيتش حكم ندا مدرب كر مبارا مقبل لاعب صين ليامز لقط شوط قدم عديد هدف اخطاء دقيق سد مطوع 
1437,رياضة,منتخب هند استرال دقيق مبارا فريق كر تيم كاهيل قطر اكبر بطول هدف تمرير هجوم هجم لاعب دقيقت بريت شيءا 
1438,رياضة,بول فريق جلاء سيار ساءق ايطال مبارا فيرار فيتل المان رغم بطول ربع فورمولا مهرام ونسو لعب اجاز مجر ماسا 
1439,رياضة,منتخب اسبان عالم لاعب فيفا فيفبرو قاءم حفل جواءز لعام كر محترف تكريم لاعبا دول لخط فاءز بجنوب بلقب كاس 
1440,رياضة,عراق سعود منتخب دقيق كر محمد يونس محمود مهاجم حارس مبارا سعيد اسيا زميل كاس شمران عبد سد هدف زكريا 
1441,رياضة,برشلون بيلباو جيد فوز فريق كاس تابع بوسك انشيلوت منتخب جيدا فتر اسبان ليورنت فينغر مدرب ابراموفيتش تشيلس انتقال دل 
1442,رياضة,مجموع مصنف بطول مبارا عالم عقب لاعب فينوس منافس ارسال كسر دور ديفيد مفتوح كولشرايبر لخوض شوط فاصل روبريدو اسبان 
1443,رياضة,قطب كاس فريق مدرب اسيا اير تدريب عمل دور منتخب جنوب كر ايران قياد نهاء عالم قار ثر اسيو بتاريخ 
1444,رياضة,بطول هند استراليا نيل كر كاس فوز مفاج حال منافس دور مبارا اخر بدور انفسنا بحر سابق جنوب سنركز كوريا 
1445,رياضة,سعود اسيا كاس سوريا نهاء مبارا ماض مجموع بطول لاعب رومان دور قار فريق لقب فوز لشبون سبورتنج باناثينايكوس خطيب 
1446,رياضة,منتخب مبارا منافس دور مجموع فريق منهما مصر فوز كونغول بطول منتظر نجوم كبير بوروند هزيم مازيمب مفاجا كينيا نيل 
1447,رياضة,دور سيت جيكو لاعب انجليز فريق المان ناد كشف مهاجم ماض فوز موسم صعيد اهداف فولفسبورج بوسن مركز مانشستر امر 
1448,رياضة,زاو هدف اهل متعب ميس فريق بعيد مصر غد مبارا لاعب زيار سرقسط شباك بيل كر رونالدو صعب موقع بهدف 
1449,رياضة,عراق خسار اوزبكست فوز فريق صحيف قطب دور كويت مدرب دوح موقف منتخب اير صين مبارا فعل انتصار لد هزيم 
1450,رياضة,فريق كوريا جو كاس مءتمر اتحاد اسيو عالم صحف اسيا مجموع استاد عقب مدرب عراق سءال جنوب حال موعد دول 
1451,رياضة,مدريد هدف كاكا دقيق مبارا مهاجم ظهر جيد باستاد دور رونالدو فياريال لعب انتصار اكمل شوط يسر جراح اغسطس لعمل 
1452,رياضة,فريق سيت فوز ارسنال مدرب مدافع جيد ليل لاعب دور تور فينجر يونايتد مانشين اداء بطريق مبارا فرص مانشستر خروج 
1453,رياضة,بطول مبارا قادس كاظم اشواط عرب ساحل كويت ناد فوز قو بنتيج اسبوع لاعبو بفوز ماض طريق لاعب نظير انتصار 
1454,رياضة,نقط نوفتسك مبارا مافريكس اخر نجم نيو سل امريك مصابا فوز المان فريق ربع جيس اخير فوزا رصيد موسم انتصار 
1455,رياضة,سعود قحطان لاعب مبارا كر طريق كاس اسيا حس بعدما شوط شباك فريق سوريا بطل لتيسير جاسم راس مرور مقبل 
1456,رياضة,مدرب يونايتد ماض فيرجس هودجس دور ليفربول فريق خطا مانشستر ليدز اتحاد كاس فرق انجليز بش موسم منصب مصير لضغوط 
1457,رياضة,قطر فريق منتخب مدرب ميتسو كاس عالم اسيا اوزبكست فوز فن صحف ضغوط لاعب مبارا مءتمر جماهير هجوم صور تقديم 
1458,رياضة,مبارا ميتسو قطر فريق وقت لاعب منتخب نوفيتسك جيد اكبر قو كبير منافس كاس كر بدور لح تاكد سل سيت 
1459,رياضة,مورينيو فريق مدرب فياريال مشجع هدف حكم مقاعد بدلاء ملعب دور بديل داخل منافس موقف مدريد برتغال جاريدو انترناسيونال صحف 
1460,رياضة,قطر لكر رءيس اسيا نيل لجن بريت منظم اتحاد كاس ناث خير تشكيل بطول اسيو محل اوسيك نورث جيد فينكس 
1461,رياضة,فريق مدرس تاكيغاوا مهاجم مدارس ثانو مبارا دقيق بطول ياب هدف هيغوتش نهاء لاعب اهداف احراز بجانب اتحاد بدقيقت شوط 
1462,رياضة,مبارا بطول قادس بنتيج كويت اشواط لاعب كاظم نقط مبار ساحل شهر عرب جار سيلتق فوز جميعا طاءر مءجل كر 
1463,رياضة,مركز سيمينيا نقاط رصيد قو اتحاد جنوب مشارك جيش بطول لالعاب اختبار ظهر كومنولث عبد افريق دقيقت دور طلاءع مدرب 
1464,رياضة,منتخب كاس خليف سمو عديد شيخ حمد دول منتخبنا ناصر بحرين اسيو رياض جنوب منافس اسيا خبر لقب مبار تحد 
1465,رياضة,دقيق مجموع كويت هدف نصر قادس نقط جهراء اهداف مركز احمد دقيقت عز خيط نهاء طرد محمد تضامن بهدف مضيف 
1466,رياضة,جوهر سعود كاس منتخب مدرب مبارا عالم نهاء تاريخ ياب اواءل جنوب رياض هزيم بيسيرو لنهاء جوز برتغال اسيا خليج 
1467,رياضة,منتخب لاعب هند كاس اسيا فريق استراليا مشاركت اخير اسيو مجموع بريت وحيد مدرب كبير اتحاد تدريب تول بعدما قياد 
1468,رياضة,ياب كاس نهاء اسيا دور مدرب منتخب فريق مجموع بلاد لاعب قطر حمد تاريخ قياد اسيو لقب مبارا مهاجم قبرص 
1469,رياضة,منتخب صين مبارا حكم ليامز كويت بطاق دقيق استرال ماليز طرد حمراء ندا دور قرارا تعرض شوط جدل لاعب كر 
1470,رياضة,نهاء لجن عرض دول موتكو روس رءيس اتحاد حياتو لتبادل روسيا اولمب افريق لاستضاف تنفيذ اتفاق مك تحالف لكر تصويت 
1471,رياضة,مبارا بقياد بنتيج شوط لاعبو لاعب قادس قو فهد اداء افضل تضامن انطلاقت انهاء شباب عبدالعزيز سعد دفاع تحقيق عباس 
1472,رياضة,مجموع فريق تونس منتخب فوز مدرب نبيل معلول شاذل كويت اشراف ناد موقع رسميا بهدف خسار رسم دور صين معجز 
1473,رياضة,منتخب مهاجم مصر غريب مقبل دقيق مبارا اوغندا فوز نقاط افريق هجوم اخير مدرب جول اوغند دفاع مجموع برصيد ود 
1474,رياضة,درينت ناد ايركوليس مدرب هولند امر لاعب ماض رواتب بوتيا صول اضواء ثق دور مدريد اسبان فريق جماهير تدريب بفقد 
1475,رياضة,ليوناردو فوز انتر مبارا بما فريق موسم هدف ميل ماض كبير ايطال دور رغم ليحق غياب مهاجم تفهم كاميرون موقف 
1476,رياضة,منتخب كويت امار فوز كاتانيتش تحقيق نهاء فرص سد صين نقاط شوط صعب مجموع ركل وقت بق مدرب مبارا كاس 
1477,رياضة,برشلون فريق كاز جزاء فرص دقيق روس فيا لكر دور كر فوز لبرشلون مجموع هدف لاعب بكثير خط لكنهم هجوم 
1478,رياضة,ميس لاعب كرويف كاز منتخب مبارا ارجنتين شفاء برشلون دور كاحل ناد اسبان مقبل اتلتيكو عنيف مدافع بسب رحلت تشيك 
1479,رياضة,يوفنتوس كوالياريلا تون مهاجم انتقال موسم ايطال اعلام ساءل بمستو تقارير فريق ملاعب ايطاليا جنو شتو منتخب اخر فتر برتو 
1480,رياضة,ناد كويت قادس كاس سمو عرب لكر سالم اند مجموع كاظم لقب فوز فحيحيل عهد بلاد امير مسابقت قرع تعادل 
1481,رياضة,دور بطول ليفربول مدرب دالجليش بيكر فريق عمل مبارات موسم مصنف ستيف عالم بق مساعد مدربا طاقم بلاكبول فرق منطق 
1482,رياضة,كاس منتخب بحر مدرب اسيا جنوب كوريا مبارا فريق نهاء دور احتلال مركز بارك هدف تشو عيس مشارك لاعب بطول 
1483,رياضة,فريق بطول مبارا لاعب منتخب قو ربع لبنان مصر لصالح سل عرب كبير مركز وسط بقياد مدرج فوز صال حكم 
1484,رياضة,مركز اعلام منتخب جزاءر دول محل مراسل رءيس بث بطول قطر صحف ملاعب انترنت سود كاس لتسهيل منظم قاع مصور 
1485,رياضة,مدرب تونس خميل اند مسءول ترج مسابق فريق فن استقرار تراجع اسراع كر فرنس وصف دور فوز خريف ترتيب غضب 
